PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY
FL-I-1925,"SKY WORLD DISTRIBUTION, INC.", ,7715 NW 46TH ST,MIAMI,FL,33166,5460,MIAMI-DADE
FL-I-1926,AGAVE TRADING LTD.CO., ,1512 SW 149TH AVE,PEMBROKE PINES,FL,33027,2317,BROWARD
FL-I-1927,"ODSP INTERNATIONAL, INC.", ,6701 NW 84TH AVE,MIAMI,FL,33166,2614,MIAMI-DADE
FL-I-1928,ARGENTUM OF SOUTH BEACH CORPORATION, ,8115 NW 29TH ST,DORAL,FL,33122,1051,MIAMI-DADE
FL-I-1929,"MACANUDO IMPORTS & EXPORTS, INC", ,17801 NW 84TH CT,HIALEAH,FL,33015,2501,MIAMI-DADE
FL-I-1930,"GLOBAL ACCESS IMPORTS, INC.", ,2229 CAMP INDIANHEAD RD,LAND O LAKES,FL,34639,5276,PASCO
FL-I-1932,LEFERCHILL INTERNATIONAL CORP., ,13212 SW 131ST ST,MIAMI,FL,33186,5887,MIAMI-DADE
FL-I-1933,BARNYS AMERICAN INC., ,350 S SHORE DR,MIAMI BEACH,FL,33141,3969,MIAMI-DADE
FL-I-1935,"INTERNATIONAL BOUTIQUE WINES, INC", ,3322 N MIAMI AVE,MIAMI,FL,33127,3524,MIAMI-DADE
FL-I-1939,"INTERNATIONAL-WORLDWIDE LIQUORS, INC.", ,4726 SW 75TH AVE,MIAMI,FL,33155,4472,MIAMI-DADE
FL-I-1941,"FINTER IMPORTS, INC.", ,1555 SUNSHINE DR,CLEARWATER,FL,33765,1315,PINELLAS
FL-I-1943,BOLSHOI BEVERAGE CO., ,8290 SW 99TH ST,MIAMI,FL,33156,2564,MIAMI-DADE
FL-I-1944,RRTD CORP., ,"8930 STATE ROAD 84, # 287 ",DAVIE,FL,33324,0,BROWARD
FL-I-1945,"UNITED DEALERS OF FLORIDA, LLC", ,7661 NW 68TH ST,MIAMI,FL,33166,2850,MIAMI-DADE
FL-I-1946,"G'DAY MATE AUSTRALIAN WINES, LLC", ,5830 NW 38TH TER,GAINESVILLE,FL,32653,8383,ALACHUA
FL-I-1947,"R.L. SEALE USA, INC.", ,2332 GALIANO ST,CORAL GABLES,FL,33134,5402,MIAMI-DADE
FL-I-1948,INTERATLANTIC CORP., ,9605 NW 79TH AVE,HIALEAH GARDENS,FL,33016,2507,MIAMI-DADE
FL-I-1949,DJAMBOU GARIBACHVILI & ALBERT BUA,D & A IMPORTS,28 E PAR ST,ORLANDO,FL,32804,3905,ORANGE
FL-I-1950,FABIAN EDUARDO MURGO, ,13457 SW 62ND ST,MIAMI,FL,33183,5099,MIAMI-DADE
FL-I-1951,"VARON & MENDOZA IMPORTERS & DISTRIBUTORS, LLC", ,3601 W BLUE HERON BLVD,RIVIERA BEACH,FL,33404,4901,PALM BEACH
FL-I-1953,"BREX AMERICA, LLC",BREX AMERICA,3400 NW 114TH AVE,DORAL,FL,33178,1840,MIAMI-DADE
FL-I-1954,"CUBACANEY ENTERPRISES, INC.",CUBACANEY ENTERPRISES,807 SW 25TH AVE,MIAMI,FL,33135,4866,MIAMI-DADE
FL-I-1955,"BAMTRADE USA, INC.", ,2912 NW 108TH AVE,DORAL,FL,33172,5908,MIAMI-DADE
FL-I-1956,"JRS CELLARS, INC.", ,7601 NW 68TH ST,MIAMI,FL,33166,2841,MIAMI-DADE
FL-I-1957,STILBON TRADE CORPORATION, ,175  SW 7TH ST,MIAMI,FL,33130,0,MIAMI-DADE
FL-I-1958,LIQUOR GROUP HOLDING LLC, ,550 GUN CLUB RD,JACKSONVILLE,FL,32218,5718,DUVAL
FL-I-1960,"AVINYA DISTRIBUTORS, INC", ,8865 COMMODITY CIR,ORLANDO,FL,32819,9077,ORANGE
FL-I-1962,"CAV' A VIN FINE WINES, INC.", ,2526 TRAIL MATE DR,SARASOTA,FL,34243,4070,MANATEE
FL-I-1963,JONATHAN M. ZAGROCKI,H. R. Z. IMPORTS,110 TEGA CAY PL,PONTE VEDRA BEACH,FL,32082,1279,SAINT JOHNS
FL-I-1964,"SOUTH FLORIDA FOODS INTERNATIONAL, INC.", ,5900 NW 97TH AVE,MIAMI,FL,33178,1312,MIAMI-DADE
FL-I-1965,MOTU MOTU INC., ,1739 HOLLY OAKS RAVINE DR,JACKSONVILLE,FL,32225,2209,DUVAL
FL-I-1966,"J. C. DUB, INC", ,3360 LAKE SHORE BLVD,JACKSONVILLE,FL,32210,5387,DUVAL
FL-I-1967,F.LLI. CIOLI CORP., ,250 CATALONIA AVE,CORAL GABLES,FL,33134,6730,MIAMI-DADE
FL-I-1971,"S & P DISTRIBUTION, LLC", ,"13435 SW  ST.,  SUITE 105 ",MIAMI,FL,33186,0,MIAMI-DADE
FL-I-1972,"JUNO IMPORTS, LLC", ,1411 VILLA JUNO DR S,JUNO BEACH,FL,33408,2438,PALM BEACH
FL-I-1973,"ARTURO'S IMPORTS, INC.", ,1994 SYKES CREEK DR,MERRITT ISLAND,FL,32953,3049,BREVARD
FL-I-1974,"HISPANO IMPORTS, LLC", ,6355 NW 36TH ST,VIRGINIA GARDENS,FL,33166,7027,MIAMI-DADE
FL-I-1975,"IMPEX FOODS, INC.",IMPEX FOODS,2655 S LE JEUNE RD,CORAL GABLES,FL,33134,5814,MIAMI-DADE
FL-I-1976,"EURO & COMPANY, INCORPORATED", ,11 N JEFFERSON AVE,CLEARWATER,FL,33755,4948,PINELLAS
FL-I-1978,"ORBISTRADERS IMPORTS, INC.",ORBISTRADERS IMPORTS,3619 W KENNEDY BLVD,TAMPA,FL,33609,2801,HILLSBOROUGH
FL-I-1979,"QZINA SPECIALITY FOODS, INC.", ,1726 W ATLANTIC BLVD,POMPANO BEACH,FL,33069,2857,BROWARD
FL-I-1981,CARBE LLC,CARBE,461 IVES DAIRY RD,MIAMI,FL,33179,5403,MIAMI-DADE
FL-I-1982,"BALKA GROUP, INC.", ,1581 BRICKELL AVE,MIAMI,FL,33129,1241,MIAMI-DADE
FL-I-1984,"3MK IMPORTS, INC.",3MK IMPORTS,7211 WILSON RD,WEST PALM BEACH,FL,33413,2238,PALM BEACH
FL-I-1986,MARTIN FARR, ,15033 SW 147TH ST,MIAMI,FL,33196,2324,MIAMI-DADE
FL-I-1987,BRVENIK WINE CORPORATION,BRVENIK WINE,13240 66TH ST N,LARGO,FL,33773,1813,PINELLAS
FL-I-1988,"CASTORANO D'ASCOLI, INC.", ,7066 NW 50TH ST,MIAMI,FL,33166,5634,MIAMI-DADE
FL-I-1989,MOSELLA LLC, ,672 FLORIDA CENTRAL PKWY,LONGWOOD,FL,32750,6344,SEMINOLE
FL-I-1990,INTERAMERICAS WINE COMPANY LLC,INTERAMERICAS WINE COMPANY,175 DRENNEN RD,ORLANDO,FL,32806,6139,ORANGE
FL-I-1991,"J & D WINES, INC.", ,7735 GRANVILLE DR,TAMARAC,FL,33321,8758,BROWARD
FL-I-1992,"BANG DISTRIBUTION COMPANY, INC.", ,140 N ORLANDO AVE,WINTER PARK,FL,32789,3689,ORANGE
FL-I-1993,"LOS ALTOS IMPORTS, INC.", ,76 W SURFSIDE DR,SANTA ROSA BEACH,FL,32459,4546,WALTON
FL-I-1994,INBRANDS CORP., ,7225 NW 25TH ST,MIAMI,FL,33122,1710,MIAMI-DADE
FL-I-1995,DESTILERIAS UNIDAS CORPORATION, ,3650 NW 82ND AVE,DORAL,FL,33166,0,MIAMI-DADE
FL-I-1996,WINDAR INC., ,1039 NORTHERN WAY,WINTER SPRINGS,FL,32708,4510,SEMINOLE
FL-I-1997,"R.J. CIGARS, INC", ,1839 NW 17TH AVE,MIAMI,FL,33125,2330,MIAMI-DADE
FL-I-1999,GOLDEN AMBER CO., ,13345 NE 17TH AVE,NORTH MIAMI,FL,33181,1716,MIAMI-DADE
FL-I-20003,"SONMAR HOLDINGS & INVESTMENTS, L.L.C.", ,7295 VIA LEONARDO,LAKE WORTH,FL,33467,5240,Palm Beach
FL-I-20006,"ROUND 8, LLC", ,5102 NW 115TH CT,DORAL,FL,33178,3538,Miami-Dade
FL-I-20009,GLENLIST GLOBAL INC.,CHATEAUX & DOMAINES IMPORTS,15191  NE 21ST AVE,MIAMI,FL,33162,0,Dade
FL-I-2001,"GREAT WINES CORPORA US, INC.", ,3583 NW 82ND AVE,MIAMI,FL,33122,1055,MIAMI-DADE
FL-I-2002,"M.J. LARSEN CONSULTING, INC.", ,1360 S OCEAN BLVD,POMPANO BEACH,FL,33062,7165,BROWARD
FL-I-20024,"D&V INTERNATIONAL, INC.", ,147  BARCELONA DR,JUPITER,FL,33458,2713,palm beach
FL-I-2004,"GCIC INTERNATIONAL, LLC", ,247 CORNELL RD,VENICE,FL,34293,6559,SARASOTA
FL-I-2005,LEONE INTERNATIONAL IMPORTERS LLC, ,3920 INVERRARY BLVD,LAUDERHILL,FL,33319,4335,BROWARD
FL-I-2006,"ALUMAWORKS, INC.", ,2003 W MCNAB RD,POMPANO BEACH,FL,33069,4362,BROWARD
FL-I-2007,"BEST CELLARS INT'L, INC.", ,14476 DUVAL PL W,JACKSONVILLE,FL,32218,9414,DUVAL
FL-I-2008,"J.J. TAYLOR DISTRIBUTING FLORIDA, INC.", ,5102 16TH AVE S,TAMPA,FL,33619,5336,HILLSBOROUGH
FL-I-2009,"VINIFERA IMPORTS, LTD. INCORPORATED",VINIFERA DISTRIBUTING COMPANY,2201 N ANDREWS AVE,POMPANO BEACH,FL,33069,1425,BROWARD
FL-I-2010,"MENDOZA CONNECTION, INC.",MENDOZA CONNECTONS,26212 N. COUNTY ROAD 241,ALACHUA,FL,32615,3252,ALACHUA
FL-I-21002,"VINEXUSA, INC.", ,2740 BUSINESS CENTER BLVD,MELBOURNE,FL,32940,7136,Brevard
FL-I-21003,KOI LOGISTICS CORP, ,14342 SPORTS CLUB WAY,ORLANDO,FL,32837,6987,Orange
FL-I-21004,"LEGACY WINE GROUP, INC.", ,645 S PLUMOSA ST,MERRITT ISLAND,FL,32952,3108,Brevard
FL-I-21005,"NOBLE TUSCAN WINES, LLC", ,676 W PROSPECT RD,FT. LAUDERDALE,FL,33309,3949,BROWARDJOEL
FL-I-21006,"MAS SPIRITS IMPORTERS, INC.", ,487 NEWHEARTH CIR,WINTERGARDEN,FL,34787,4519, 
FL-I-21007,DARWIN RODRIGO QUIROZ, ,8681 NW 27TH PL,SUNRISE,FL,33322,2308,Broward
FL-I-21008,"WHYTE AND MACKAY (AMERICAS) LIMITED, LLC", ,1801 NE 123RD ST,NORTH MIAMI,FL,33181,0,Miami Dade
FL-I-21009,"ROYAL DUTCH DISTILLERS, INC.",RDD,2751 N MIAMI AVE,MIAMI,FL,33127,4439,Dade
FL-I-21010,"HEIRLOOM VINES WINE IMPORTS, INC.", ,741 SW 75TH TER,PLANTATION,FL,33317,3229,Broward
FL-I-21011,JAG AEROSPACE CORP., ,10253 VESTAL MNR,CORAL SPRINGS,FL,33071,5854,BROWARD
FL-I-21012,SUNCARIBBEAN DISTRIBUTORS INC., ,5931 SW 21ST ST,WEST PARK,FL,33023,3010,BROWARD
FL-I-21013,BUONAFIDE FOODS LLC, ,614 OWL WAY,SARASOTA,FL,34236,1910,Sarasota
FL-I-21014,ICARUS IMPORTS LLC, ,20900 NE 30TH AVE,AVENTURA,FL,33180,2165,MIAMI-DADE
FL-I-21015,"TUSCAN SUN IMPORTS, LLC", ,3101 S OCEAN DR,HOLLYWOOD,FL,33019,2836, 
FL-I-21016,THE 86 COMPANY, ,1815  PURDY AVE,MIAMI BEACH,FL,33139,0,MIAMI-DADE
FL-I-21017,"SPAIN'S BEST BEERS, INC.", ,8900 NW 77 CT,MEDLEY,FL,33166,2102,United States
FL-I-21018,"ESVT-FLORIDA,INC.", ,7041  SW 21ST PL,DAVIE,FL,33317,7620,Broward
FL-I-21019,AMCHE IMPORTS LLC,GO TUBE USA,2512 ANDALUSIA BLVD,CAPE CORAL,FL,33909,2923,LEE
FL-I-21020,"ASCENT WINES, INC", ,18804 CHOPIN DR,LUTZ,FL,33558,2876,Hillsborough
FL-I-21021,GLOBAL WINE IMPORTS LLC, ,681 TURNBERRY CT,TARPON SPRINGS,FL,34688,6338, 
FL-I-21022,A LIQUID WORLD ENTERPRISES LLC, ,8207 OAK DR,PALMETTO,FL,34221,8542,Manatee
FL-I-21023,"WORLD FROST, INC.", ,16801 SW 77TH AVE,PALMETTO BAY,FL,33157,4805, 
FL-I-21024,EBIZ GLOBAL SERVICES INC.,APOSTOL WINE AND SPIRITS,5755 SW RANCHITO ST,PALM CITY,FL,34990,5257,martin
FL-I-21025,GLOBAL BEST WINES LLC, ,1924 AYRSHIER PL,OVIEDO,FL,32765,6500,Seminole
FL-I-21026,BACANALIA CELLARS CORP., ,3501 INVERRARY BLVD,LAUDERHILL,FL,33319,5927,USA
FL-I-21027,DENIS MORANGE,MORANGE IMPORTS,8667 ALEGRE CIR,ORLANDO,FL,32836,5451,Orange
FL-I-21028,MARKER 81 LLC, ,18 MAGRUDER AVE,ROCKLEDGE,FL,32955,4906,Brevard
FL-I-21029,TYLER SPALDING LLC,TSW WINES,2708 POWER MILL CT,TALLAHASSEE,FL,32301,3574,Leon
FL-I-21030,MERCURY BEVERAGE IMPORTERS LLC, ,2510 A RD,LOXAHATCHEE,FL,33470,3822,PALM BEACH
FL-I-21031,WINEOUT USA CORP, ,20 ISLAND AVE,MIAMI BEACH,FL,33139,3301,UNITED STATES
FL-I-21032,DIBACCO IMPORTS LLC, ,1800 WEAKFISH WAY,PANAMA CITY BEACH,FL,32408,7234,Bay
FL-I-21033,"IGGYS E.R.I.L., L.L.C.", ,5063 NE 12TH TER,OAKLAND PARK,FL,33334,4922,BROWARD
FL-I-21034,MARMARVIN IMPORTS LLC, ,1598 BLUE JAY CIR,WESTON,FL,33327,2007,Broward
FL-I-21035,"ANHEUSER-BUSCH, LLC", ,111 BUSCH DR,JACKSONVILLE,FL,32218,5546, 
FL-I-21036,PIG TALES LLC, ,7237 BLACK BULL LN,ORLANDO,FL,32835,5175,Orange
FL-I-21037,CARIBBEAN WINES & SPIRITS INC., ,7000 NW 32 AVE,MIAMI,FL,33147,2624,MIAMI-DADE
FL-I-21038,"GLOBAL LIQUORS, LLC", ,9649 NW 33 ST,MIAMI,FL,33175,0, 
FL-I-21039,MAGRHEB DEVELOPMENT GROUP LLC, ,1280 SW 4TH CT,BOCA RATON,FL,33432,7131,USA
FL-I-21040,"SCOTTISH SPIRITS IMPORTS, INC.",GENIE SPIRITS,3101 N FEDERAL HWY,FORT LAUDERDALE,FL,33306,1015,USA
FL-I-21041,AB&VV ENTERPRISES LLC, ,1621 COLLINS AVE,MIAMI,FL,33139,3142,USA
FL-I-21042,"STILE TUTTO ITALIANO, LLC", ,612 SW 147 AVE,PEMBROKE PINES,FL,33027,6105,Broward
FL-I-21043,"KLB OWNER, LLC", ,14211 COMMERCE WAY,MIAMI LAKES,FL,33016,1555, 
FL-I-21044,"REH KENDERMANN WINES, L.L.C.", ,2924 EAGLES ESTATES CIR N,CLEARWATER,FL,33761,2805,PINELLAS
FL-I-21045,ONE GREEN LITER LLC, ,2403 TUSCANY WAY,BOYNTON BEACH,FL,33435,7809, 
FL-I-21046,TOM AND JOHN BEVERAGE LLC,BOOTLEGGER BEVERAGE DISTRIBUTION,9495 SHERIDAN ST,COOPER CITY,FL,33024,8561,broward
FL-I-21047,"SO-PINK SO-CHAMPAGNE USA, LLC", ,3398 FURLONG WAY,GOTHA,FL,34734,5121,ORANGE
FL-I-21048,EMPIRE OF HUNGARY LLC, ,8316 FOSTER DR,DAVENPORT,FL,33896,5331,OSCEOLA
FL-I-21049,BRAD LAROCHELLE, ,5648 BRICKELL DR,NORTH PORT,FL,34286,3504,SARASOTA
FL-I-21050,BEVERAGE RESOURCES LLC, ,4100 FRONTAGE RD S,LAKELAND,FL,33815,3203,Polk
FL-I-21051,WINE DISPO CORPORATION, ,3128 CORAL WAY,CORAL GABLES,FL,33145,3210,MIAMI DADE
FL-I-21052,TTC MIAMI LLC, ,13666 SW 102ND LN,MIAMI,FL,33186,2817,MIAMI-DADE
FL-I-21053,SAN INTERNATIONAL USA LLC, ,6072 RALEIGH ST,ORLANDO,FL,32835,2234,Orange
FL-I-21054,DORAL EXPRESS CORP, ,5580 W 16TH AVE,HIALEAH,FL,33012,2189,MIAMI DADE
FL-I-21055,"COLIBRI TRADING, INC.", ,3000 NW 42ND AVE,COCONUT CREEK,FL,33066,2183,Broward
FL-I-21056,PILOT'S EXPORTS SPAIN CORP,PIESPA,7796  NW 64TH ST,MIAMI,FL,33166,2705,Miami - Dade
FL-I-21057,"PRIDE ENTERPRISE, INC.",PRIDE ABX,4510 NW 34TH DR,GAINESVILLE,FL,32605,5414,Alachua
FL-I-21058,SUMMUS IMPORT DISTRIBUTORS CORP., ,4264 SW 73RD AVE,MIAMI,FL,33155,4547,DADE
FL-I-21059,"FUEGO FINO, INC.", ,20900 NE 30TH AVE,AVENTURA,FL,33180,0,Miami-Dade
FL-I-21060,"KANON USA, INC.", ,550 11TH ST,MIAMI BEACH,FL,33139,4995,Dade
FL-I-21061,RGP EXPORT ENTERPRISE INC., ,401 NW 149 ST,MIAMI,FL,33168,4219, 
FL-I-21062,DELAROSA VINEYARDS LLC, ,2648  NW 31ST AVE,LAUDERDALE LAKES,FL,33311,2040,BROWARD
FL-I-21063,"WINE TRADE, INC.", ,14642 CHATSWORTH MANOR CIR,TAMPA,FL,33626,3304,HILLSBOROUGH
FL-I-21064,"VICENTE GANDIA USA, INC.",VICENTE GANDIA PLA,12982 SW 89 AVE,MIAMI,FL,33176,5850,Miami Dade
FL-I-21065,VINTAGE ROCKEFELLER CHAMPAGNE GROUP CORPORATION, ,1300  ROMANO KEY CIR,PUNTA GORDA,FL,33955,3845,USA
FL-I-21066,"ENOLOGIA WINE & SPIRITS, LLC", ,4239  CHRISTINE LN,WEST PALM BEACH,FL,33406,2930,PALM BEACH
FL-I-21067,SPUD PARTNERS LLC, ,7  BARRACUDA RD,KEY LARGO,FL,33037,3733,MONROE
FL-I-21068,VIETRI CORP, ,12173  NW 99TH AVE,HIALEAH  GARDENS,FL,33018,5915,Miami-Dade
FL-I-21069,PROMOTRADE CORP, ,7256  N MIAMI AVE,MIAMI,FL,33150,3720,MIAMI-DADE
FL-I-21070,"ELITE SPIRITS, LLC", ,11753  W ATLANTIC BLVD,CORAL SPRINGS,FL,33071,4062,Broward
FL-I-21071,"C & S SOUTHERN SUN, LLC", ,13807  IBIS POINT BLVD,JACKSONVILLE,FL,32224,1394,DUVAL
FL-I-21072,VINE IMPORTERS LLC,VINE IMPORTERS,15360  COUNTY ROAD 565A,GROVELAND,FL,34736,8229,Lake
FL-I-21073,CAPE OF GOOD WINE LLC, ,31619  BEARDED OAK DR,WESLEY CHAPEL,FL,33543,5017, 
FL-I-21074,"AMLUX GROUP, INC.", ,10300  49TH ST N,CLEARWATER,FL,33762,5000,Pinellas
FL-I-21075,"AMICI IMPORTS, LLC", ,107  US HIGHWAY 1,NORTH PALM BEACH,FL,33408,5401,Palm Beach
FL-I-21076,"NAGEL, BUSH & WEIN, L.L.C.", ,12950  NW 25TH ST,MIAMI,FL,33182,0,United States
FL-I-21077,"NCL IMPORT SERVICES, LLC", ,3337  DUPRE ST,PORT CHARLOTTE,FL,33980,8573,CHARLOTTE
FL-I-21078,PERU LOGISTICS INC.,TRANS CONTINENTAL LOGISTICS,1690  W 38TH PL,HIALEAH,FL,33012,7083,MIAMI-DADE
FL-I-21079,"RJ CELLARS, LLC", ,6748  NW 72ND AVE,MIAMI,FL,33166,3048,Miami Dade
FL-I-21080,VB INTERNATIONAL LLC, ,1465  NE 123RD ST,NORTH MIAMI,FL,33161,0,DADE
FL-I-21081,SYLTBAR LLC, ,2071  SW 70TH AVE,DAVIE,FL,33317,7346,United States of America
FL-I-21082,"M.A.R. WORLDWIDE TRADING, INC.", ,2056  NOLAN DR,DUNEDIN,FL,34698,2717, 
FL-I-21083,"JD WINE CONCEPTS, LLC",QUANTUM LEAP WINERY,1312  WILFRED DR,ORLANDO,FL,32803,2537,Orange
FL-I-21084,UNSHAKEN LLC, ,1445  SHADWELL CIR,LAKE MARY,FL,32746,4345,USA
FL-I-21085,"ENTERPRISE CONSULTANTS USA, LLC", ,12040  NW 49TH DR,CORAL SPRINGS,FL,33076,3513,USA
FL-I-21086,GLOBAL WINE IMPORTS AND DISTRIBUTION LLC,SPIRITUS WINE IMPORTS,3631  SW 92ND AVE,MIAMI,FL,33165,4131,Dade
FL-I-21087,SYSTEC INTERNATIONAL LLC, ,4121  SW 47TH AVE,DAVIE,FL,33314,4040,Broward
FL-I-21088,"JM ALL IMPORTS, INC", ,2901  RIVERSIDE DR,CORAL SPRINGS,FL,33065,5538,Broward
FL-I-21089,"BARTON & GUESTIER, USA INC.", ,7300  BISCAYNE BLVD,MIAMI,FL,33138,5135,Dade
FL-I-21090,"HRWINES, LLC", ,2325  PLANTATION OAK DR,ORLANDO,FL,32824,4869, 
FL-I-21091,"TROPICAL SYSTEMS & DESIGN, INC.",MY TUSCAN GOURMET,4689  SW 72ND AVE,MIAMI,FL,33155,4540, 
FL-I-21092,WINES OF ITALY IMPORTERS LLC, ,1602  ALTON RD,MIAMI BEACH,FL,33139,2421, 
FL-I-21093,"AUSTRALIAN IMPORTS, LLC", ,2577  JARDIN DR,WESTON,FL,33327,1514,Broward
FL-I-21094,MICHAEL NADAL, ,5245  NW 36TH ST,MIAMI,FL,33421,1556,Dade
FL-I-21095,C3 FOODS CORP., ,80  SW 8TH ST,MIAMI,FL,33130,3038,Dade
FL-I-21096,"MUNDO LATINO DISTRIBUTION- WINE & SPIRITS, LLC", ,2051  NW 112 AVE,MIAMI,FL,33172,0,MIAMI-DADE
FL-I-21097,"MACK & SCHUHLE, INC.", ,104  CRANDON PARK BLVD,KEY BISCAYNE,FL,33149,1542,USA
FL-I-21098,BEITALY LLC., ,6230  STONE RD,PORT RICHEY,FL,34668,4859,Pasco
FL-I-21099,DHAABA LLC,JASSAL LIQUORS,4620  BAY BLVD,PORT RICHEY,FL,34668,6182,PASCO
FL-I-21100,"GREEN EARTH SUPPLIES & SERVICES, LLC",GREEN EARTH SUPPLIES & SERVICES,1500  TRADEPORT DR,ORLANDO,FL,32824,8421,Orange
FL-I-21101,THE WORLD WINE COMPANY LLC, ,1111  KANE CONCOURSE,BAY HARBOR ISLANDS,FL,33154,2029,united states
FL-I-21102,"VENTURE LOGISTICS, LLC",VENTURE LOGISTICS,11825  NW 100TH RD,MEDLEY,FL,33178,1034,Miami Dade
FL-I-21103,CTC AMERICA CORP.,CACHA CAIPIRINHA,13331  SW 135TH AVE,MIAMI,FL,33186,6267,Miami-Dade
FL-I-21104,"WINETIME IMPORTS, LLC",WINETIME IMPORTS,4000  PONCE DE LEON BLVD,CORAL GABLES,FL,33146,1431, 
FL-I-21105,ARCO GLOBUS TRADING LLC,ARCO GLOBUS INTERNATIONAL,1998  OVERSEAS HWY,MARATHON,FL,33050,2140, 
FL-I-21106,"THE AMERICAN FOUNDATION FOR HUNGARIAN YOUTH AND CULTURE, INC.",PATRIOTS FOR FREEDOM FOUNDATION,1919  PRINCESS CT,NAPLES,FL,34110,1018,Collier
FL-I-21107,BUY BRASIL INCORPORATED,BUY BRASIL,10300  W MCNAB RD,TAMARAC,FL,33321,1813,United States
FL-I-21108,"EBA PRODUCTS, LLC", ,426  NE 28TH TER,BOCA RATON,FL,33431,6837, 
FL-I-21109,GREGORY P. & ISABELLE DESVENAIN,WINES OF PROVENCE,435  N SHORE DR,SARASOTA,FL,34234,2717, 
FL-I-21110,"AQUARIUS CONSULTING GROUP, LLC", ,9429  MYRTLE CREEK LN,OLANDO,FL,32832,5976,Orange
FL-I-21111,BOBBA INC., ,16400  COLLINS AVE,SUNNY ISLES BEACH,FL,33160,4565,Miami-Dade
FL-I-21112,SGK INTERNATIONAL LLC, ,1970  NE 153 ST,NORTH MIAMI BEACH,FL,33162,6064,MIAMI DADE
FL-I-21113,"THRACIA WINES, LLC",THRACIA WINES,1601  N 50TH ST,TAMPA,FL,33619,3221,HILLSBOROUGH
FL-I-21114,"LAUNCH BEVERAGE COMPANIES, LLC", ,10928  FLORIDA CROWN DR,ORLANDO,FL,32824,0, 
FL-I-21115,OPERA SPIRIT & WINE CORP., ,2814  MERCURY RD,JACKSONVILLE,FL,32207,7911,Duval
FL-I-21116,Z WINE MERCHANTS LLC,Z WINE MERCHANTS,806  OLD DIXIE HWY,LAKE PARK,FL,33403,0,Palm Beach
FL-I-21117,SHOLTZ CORP,BE MY DRINK,16817  SW 90TH ST,MIAMI,FL,33196,4803,Miami Dade
FL-I-21118,"BATASIOLO USA, LLC", ,5201  BLUE LAGOON DR,MIAMI,FL,33126,2075, 
FL-I-21119,GARRIDO GROUP WINE IMPORTERS LLC, ,10345  HAMMOCKS BLVD,MIAMI,FL,33196,4735,Miami Dade
FL-I-21120,"CERDA, LLANOS Y CIA., INC.", ,4990  SW 72ND AVE,MIAMI,FL,33155,5524,USA
FL-I-21121,RESERVA WINES LLC,TERROIR WINE GROUP,2401  BAYSHORE BLVD,TAMPA,FL,33629,0,Hillsborough
FL-I-21122,"HARVEST MOON DISTRIBUTORS, LLC",HARVEST MOON DISTRIBUTORS,1966  MEETING PL,ORLANDO,FL,32814,6323,Orange
FL-I-21123,"RB WINE IMPORTS, LLC",RB WINE IMPORTS,2924  EAGLE ESTATES CIR N,CLEARWATER,FL,33761,2805,Pinellas
FL-I-21124,MARIO J. DOMINGUEZ,ARG WINES,6211  ALTON RD,MIAMI BEACH,FL,33140,2028,Miami-Dade
FL-I-21125,PRIMA ROMULUS LLC, ,311  NW 82ND AVE,MIAMI,FL,33126,8343,US
FL-I-21126,INTERNATIONAL TRADE SOURCE LLC, ,8270  WOODLAND CENTER BLVD,TAMPA,FL,33614,2401,Hillsborough
FL-I-21127,ANGELA MEIER,DESIRED WINES,"1330  N BURLINGTON AVE, N ",ST. PETERSBURG,FL,33705,0,Pinellas
FL-I-21128,"ENOVATION BRANDS, INC", ,2875  NE 191ST ST,AVENTURA,FL,33180,2804, 
FL-I-21129,JRC INTERNATIONAL TRADING LLC, ,1000  WEST AVE,MIAMI,FL,33139,4722,Dade
FL-I-21130,GARMAN SPECIALTY FOOD DISTRIBUTORS LLC,CELLAR IMPORTS,13500  SW 134TH AVE,MIAMI,FL,33186,4553,MIAMI DADE
FL-I-21131,SELECTO WINES & GOURMET INC, ,5096  E 10 CT,HIALEAH,FL,33013,1734, 
FL-I-21132,"PRIME WINE IMPORTS, LLC", ,2950  SW 27TH AVE,MIAMI,FL,33133,3765,Miami-Dade
FL-I-21133,SO FRENCH LLC,SO FRENCH,"805  3RD ST., E ",PALMETTO,FL,34221,4234,MANATEE
FL-I-21134,CAROLUS LLC, ,1321  TYLER ST,HOLLYWOOD,FL,33019,1004, 
FL-I-21135,"ANDES HILLS, INC", ,NW 30TH TERRACE,DORAL,FL,33122,1915,USA
FL-I-21136,"SABACA BEVERAGE GROUP- FLORIDA, INC", ,2798  SW 32ND AVE,PEMBROKE PARK,FL,33023,7702, 
FL-I-21137,"HEMINGWAY RUM COMPANY, LLC", ,1027  NASSAU ST,DELRAY BEACH,FL,33483,6816,Palm Beach
FL-I-21138,"CHILE NATURAL, INC.", ,5201  BLUE LAGOON DR,MIAMI,FL,33126,2064,MIAMI-DADE
FL-I-21139,STRATEGIC AIR SERVICES INC., ,1701  NW 63RD AVE NW,MIAMI,FL,33178,0, 
FL-I-21140,"SINAI DISTRIBUTORS, INC",NEW WINE SELECTION,2673  W 76 ST,HIALEAH,FL,33016,0, 
